Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE
c4ce7f08-26a3-75ed-5ae8-69fff354a897,1997-09-02,,999-63-4403,S99959817,X64808385X,Ms.,Joie561,Beier427,,,,white,nonhispanic,F,Nice  Provence-Alpes-Cote d'Azur  FR,442 Wuckert Junction,Bielefeld,Nordrhein-westfalen,Bielefeld,33607,52.00531941421224,8.555740476645848,0.0,7330.57
ad796a6e-7a0d-0486-7bea-aea2fa6b24cf,1985-03-10,,999-41-7401,S99913010,X38075031X,Mrs.,Sherell789,Stracke611,,Fisher429,M,white,nonhispanic,F,Remscheid  Nordrhein-westfalen  DE,909 Ullrich Lock,Bielefeld,Nordrhein-westfalen,Bielefeld,33519,52.002345621071804,8.591310482853265,0.0,32628.760000000002
50a14cd8-0fc3-e089-2a88-e4168703b16d,1988-06-22,,999-86-1982,S99938618,X73906091X,Ms.,Rubie803,Mante251,,,S,white,nonhispanic,F,Weilerswist  Nordrhein-westfalen  DE,340 Zemlak Lock,Bielefeld,Nordrhein-westfalen,Bielefeld,33602,52.00807021970071,8.53155338819526,0.0,13400.93
1736c246-37dd-b3df-979a-094f6c73c31a,2020-08-28,,999-59-3375,,,,Jamel269,Homenick806,,,,white,nonhispanic,M,Aachen  Nordrhein-westfalen  DE,896 Sawayn Well,Bielefeld,Nordrhein-westfalen,Bielefeld,33605,51.94025826548669,8.543339564052614,0.0,575.0
7cc39079-4006-a4d9-6062-4678b491b153,1969-02-16,,999-91-1764,S99939454,X52559497X,Mrs.,Jamila16,Hoppe518,,Kuvalis369,M,white,nonhispanic,F,Korschenbroich  Nordrhein-westfalen  DE,688 Zieme Park Apt 94,Bielefeld,Nordrhein-westfalen,Bielefeld,33659,52.02347572423689,8.597324423971525,0.0,31455.059999999998
efbaffde-da39-2a1a-cbf6-2942ae4fb8ed,1988-09-16,,999-46-7642,S99952968,X79152985X,Mrs.,Ellena683,Zieme486,,Aufderhar910,M,white,nonhispanic,F,Paderborn  Nordrhein-westfalen  DE,691 Labadie Forge,Bielefeld,Nordrhein-westfalen,Bielefeld,33613,51.99048475248863,8.56121305136707,0.0,19802.64
226ce2b4-b73c-31a9-e9c1-a4b95ddbcff8,1956-12-27,2020-03-15,999-49-9054,S99984635,X22887523X,Mrs.,Natalia964,Ward668,,Nitzsche158,M,white,nonhispanic,F,Ibbenbüren  Nordrhein-westfalen  DE,138 Crona Meadow,Bielefeld,Nordrhein-westfalen,Bielefeld,33602,51.96939080942616,8.55338755569192,0.0,20935.27
40e70a4f-12a4-7a3a-ddc6-6588a1107a0a,2011-05-14,,999-62-7718,,,,Abraham100,Wilderman619,,,,white,nonhispanic,M,Düsseldorf  Nordrhein-westfalen  DE,538 Will Alley Apt 41,Bielefeld,Nordrhein-westfalen,Bielefeld,33604,52.00903114836818,8.5677681744508,0.0,2367.79
fdeb8cef-4423-9558-3810-c9c782437dc2,2011-06-30,,999-56-3094,,,,Bert917,Buckridge80,,,,white,nonhispanic,M,Essen  Nordrhein-westfalen  DE,520 Schiller Frontage road,Bielefeld,Nordrhein-westfalen,Bielefeld,33659,51.98816819533273,8.519281579183453,0.0,3231.98
6d8380ff-8c6d-a7ad-c562-43a105c53c01,2007-06-06,,999-96-9805,,,,Lupe126,Emmerich580,,,,white,nonhispanic,F,Bochum  Nordrhein-westfalen  DE,631 Reynolds Dale Unit 77,Bielefeld,Nordrhein-westfalen,Bielefeld,33619,52.05948975721442,8.588546368722865,0.0,3857.45
2e224ab9-564a-b927-d04e-9c630dce499c,1967-02-01,,999-34-8255,S99954166,X2486673X,Mr.,Josue598,Stracke611,,,M,white,nonhispanic,M,Essen  Nordrhein-westfalen  DE,545 Wehner Tunnel Suite 80,Bielefeld,Nordrhein-westfalen,Bielefeld,33519,52.00318013353771,8.579166785989596,0.0,15498.07
c04c2695-7ad0-1509-825e-2888985f9ea5,1980-10-09,2009-01-29,999-44-2290,S99931168,X73235242X,Mr.,Deon400,Waelchi213,,,M,white,nonhispanic,M,Grefrath  Nordrhein-westfalen  DE,741 Altenwerth Landing,Bielefeld,Nordrhein-westfalen,Bielefeld,33699,52.04824389095031,8.61875631815671,0.0,24193.09
4e17876f-a81f-da4f-f958-91bd1c618e85,2019-08-31,,999-23-3226,,,,Charlie254,Kuvalis369,,,,white,nonhispanic,M,Oberhausen  Nordrhein-westfalen  DE,632 Schroeder Trail,Bielefeld,Nordrhein-westfalen,Bielefeld,33609,52.04681190239196,8.547395086985885,0.0,1432.1
102afb8b-3449-479f-de76-146a46923e83,1973-06-23,,999-23-5927,S99946102,X24119870X,Mr.,Duncan491,Doyle959,,,S,white,nonhispanic,M,Hürth  Nordrhein-westfalen  DE,1059 Trantow Landing,Bielefeld,Nordrhein-westfalen,Bielefeld,33609,52.04714457887991,8.517680817185163,0.0,6531.85
ba811924-40d1-a3dd-fff9-f32033d14326,2020-09-10,,999-12-5615,,,,Federico589,Fadel536,,,,white,nonhispanic,M,Drensteinfurt  Nordrhein-westfalen  DE,819 Price Dale,Bielefeld,Nordrhein-westfalen,Bielefeld,33729,52.00620939659466,8.555786648821423,0.0,775.0
b8c740cd-6915-b3da-88f9-39e65667641a,1983-07-17,,999-86-3837,S99945878,X52289796X,Mr.,Duncan491,Yundt842,,,M,white,nonhispanic,M,Siegen  Nordrhein-westfalen  DE,437 Nader Meadow,Bielefeld,Nordrhein-westfalen,Bielefeld,33602,52.020432169211276,8.5155423231597,0.0,6772.9400000000005
cc425ad7-181e-a326-2f22-a2466a346510,1971-08-13,,999-60-9062,S99961518,X27620430X,Mrs.,Spring819,Kassulke119,,Hintz995,M,white,nonhispanic,F,Olsberg  Nordrhein-westfalen  DE,1086 Bechtelar Hollow Suite 5,Bielefeld,Nordrhein-westfalen,Bielefeld,33607,52.04995051302728,8.51794899916546,0.0,73805.4
c3ba5a06-17ae-b810-981e-2be7357a7e2c,2020-04-29,,999-87-9490,,,,Elwood28,Stroman228,,,,white,nonhispanic,M,Eslohe  Nordrhein-westfalen  DE,1028 Langworth Dale,Bielefeld,Nordrhein-westfalen,Bielefeld,33519,52.071134640893604,8.485031551173597,0.0,833.84
c096af34-ac4a-3bde-831e-4af34d3b204a,1972-01-08,,999-28-9646,S99931862,X37297525X,Mr.,Cleo27,Mills423,,,M,white,nonhispanic,M,Kamen  Nordrhein-westfalen  DE,1092 Harris Ranch Unit 40,Bielefeld,Nordrhein-westfalen,Bielefeld,33611,52.07225466471131,8.565939996288174,0.0,14544.5
e3e39350-c6b5-adfb-30c6-086ff4f0a13c,1912-08-17,,999-48-2408,S99985233,X73715779X,Mrs.,Kari181,Kohler843,,Brekke496,M,white,nonhispanic,F,Minden  Nordrhein-westfalen  DE,305 Mayert Drive,Bielefeld,Nordrhein-westfalen,Bielefeld,33607,52.043881306339024,8.525259659980494,0.0,45390.46
fab54536-c7a6-c279-39f8-8c789d71f609,2004-06-01,2007-07-27,999-32-9432,,,,Ivan258,Rosenbaum794,,,,white,nonhispanic,M,Bielefeld  Nordrhein-westfalen  DE,124 Bradtke Estate Apt 58,Bielefeld,Nordrhein-westfalen,Bielefeld,33602,51.96653678165827,8.61685244559163,0.0,2657.25
62349746-9efd-da8a-16e9-0e680440cbad,1959-11-03,,999-42-2816,S99996311,X85709919X,Mr.,Gino587,Nader710,,,M,white,nonhispanic,M,Bergisch Gladbach  Nordrhein-westfalen  DE,106 McCullough Skyway,Bielefeld,Nordrhein-westfalen,Bielefeld,33659,52.037350903834316,8.646124386120054,0.0,24273.23
1b3f0235-b688-4609-c136-0dba435428e9,1980-10-09,,999-33-9445,S99936161,X62840403X,Mr.,Jean712,Morissette863,,,M,white,nonhispanic,M,Essen  Nordrhein-westfalen  DE,665 Hoeger Ville Apt 85,Bielefeld,Nordrhein-westfalen,Bielefeld,33647,51.99005867996513,8.473109908499817,0.0,24843.12
5a006ed9-d581-8d16-97b9-8d28d3df5c5e,2012-08-28,,999-15-8192,,,,Otto672,Stehr398,,,,white,nonhispanic,M,Werdohl  Nordrhein-westfalen  DE,930 Hansen Ferry Suite 51,Bielefeld,Nordrhein-westfalen,Bielefeld,33739,52.028848797288326,8.534306805288587,0.0,2953.83
9830c560-dac5-d3a3-bb90-4176cd51aecd,1956-12-27,,999-61-8908,S99958547,X8431898X,Mrs.,Alva958,Kuhlman484,,Becker968,M,white,nonhispanic,F,Ahaus  Nordrhein-westfalen  DE,469 Fritsch Trail,Bielefeld,Nordrhein-westfalen,Bielefeld,33604,51.9453710828651,8.552766547302875,0.0,40984.33
1400e0fe-0749-f2be-6fe6-59f40bef0aed,2004-06-01,,999-67-4734,S99921084,,,Jeffry142,Bernier607,,,,white,nonhispanic,M,Mettingen  Nordrhein-westfalen  DE,506 Blick Loaf,Bielefeld,Nordrhein-westfalen,Bielefeld,33604,52.043671201314794,8.54241777929587,0.0,4533.24
444d98c9-9af6-1e10-d373-99d167354b53,1939-10-23,2020-06-05,999-47-1201,S99913143,X65607012X,Mr.,Lou594,Will178,,,M,white,nonhispanic,M,Ochtrup  Nordrhein-westfalen  DE,569 Labadie Highlands,Bielefeld,Nordrhein-westfalen,Bielefeld,33602,51.956103184819604,8.530723785036594,0.0,14913.54
cc4ed0e6-45de-4a28-28a6-2822d7b4f5b3,1943-05-12,2017-02-15,999-91-6207,S99981046,X17961339X,Mrs.,Karolyn830,Murray856,,Hessel84,M,white,nonhispanic,F,Bad Münstereifel  Nordrhein-westfalen  DE,498 Medhurst Route,Bielefeld,Nordrhein-westfalen,Bielefeld,33659,52.03781976692317,8.549161628488678,0.0,17352.85
bde4bda6-1607-9bb5-b854-cea4ebbdcc89,1954-09-08,2016-01-27,999-22-6468,S99975201,X59705705X,Mrs.,Jessie665,Rempel203,,Hintz995,M,white,nonhispanic,F,Bocholt  Nordrhein-westfalen  DE,245 Dooley Wynd Unit 72,Bielefeld,Nordrhein-westfalen,Bielefeld,33609,52.05822955950112,8.512041427308171,0.0,26578.52
55ae1449-355b-4586-a704-94e88b1b34e2,1960-03-10,,999-18-4258,S99921235,X54472123X,Mrs.,Ellamae709,Zieme486,,Larkin917,M,white,nonhispanic,F,Düsseldorf  Nordrhein-westfalen  DE,678 Kuhlman Gateway Suite 88,Bielefeld,Nordrhein-westfalen,Bielefeld,33617,52.03948328025568,8.544803458175444,0.0,18758.9
c94df234-17e6-7dca-4d3a-b3b4d7d92930,1968-09-30,2020-07-13,999-37-2347,S99919840,X34038176X,Mr.,Cary869,Toy286,,,M,white,nonhispanic,M,Bochum  Nordrhein-westfalen  DE,916 Nicolas Esplanade,Bielefeld,Nordrhein-westfalen,Bielefeld,33611,51.99153090301451,8.561066088791128,0.0,22123.27
080c8d1f-bd78-dd45-999a-2cad8fdf8acc,1986-10-17,,999-10-7484,S99920256,X52812842X,Mrs.,Cheryle584,Hahn503,,Fadel536,M,white,nonhispanic,F,Sankt Augustin  Nordrhein-westfalen  DE,594 Stanton Byway,Bielefeld,Nordrhein-westfalen,Bielefeld,33604,52.02520055170161,8.57739941907414,0.0,14345.82
60eb4766-e2b2-07ae-759a-46766ddca013,1939-10-23,,999-74-6871,S99991238,X79855258X,Mr.,Erasmo545,Douglas31,,,M,white,nonhispanic,M,Ratingen  Nordrhein-westfalen  DE,800 Spencer Corner Apt 90,Bielefeld,Nordrhein-westfalen,Bielefeld,33602,52.103445154432954,8.585467514523474,0.0,14658.71
bed616dd-89cb-63bd-73d1-f33414547f75,1955-03-21,,999-79-3476,S99970287,X9028960X,Ms.,Kathaleen265,Powlowski563,,,S,white,nonhispanic,F,Willich  Nordrhein-westfalen  DE,591 Hyatt Trail,Bielefeld,Nordrhein-westfalen,Bielefeld,33604,51.99947892713022,8.508983184251816,0.0,25637.77
55fd9b65-060e-1dec-aeb6-2dfe8e633aab,2010-07-04,,999-40-3114,,,,Ariel183,MacGyver246,,,,white,nonhispanic,M,Langerwehe  Nordrhein-westfalen  DE,516 Weber Mission,Bielefeld,Nordrhein-westfalen,Bielefeld,33611,52.069491345273136,8.548867752967752,0.0,3259.22
8b377ac0-4f0b-77a3-110a-f354df41d92e,1986-04-20,,999-73-8601,S99944811,X47184004X,Mrs.,Isidra572,Gutkowski940,,Brakus656,M,white,nonhispanic,F,Essen  Nordrhein-westfalen  DE,797 Adams Lane Suite 26,Bielefeld,Nordrhein-westfalen,Bielefeld,33647,52.059125322148525,8.56992188545891,0.0,18490.01
d298f0a2-c970-1354-3d7e-5e8845a55fc2,1936-10-05,,999-51-9750,S99951724,X21239980X,Mrs.,Jamey282,Hodkiewicz467,,Zemlak964,M,white,nonhispanic,F,Willich  Nordrhein-westfalen  DE,651 Kris Walk Apt 67,Bielefeld,Nordrhein-westfalen,Bielefeld,33617,51.97876901697785,8.512072267524273,0.0,21401.98
ad94a701-01a2-c9d9-e672-b5a97510cf54,1943-05-12,2020-03-16,999-38-4805,S99964411,X32528581X,Ms.,Aida517,Langworth352,,,S,white,nonhispanic,F,Duisburg  Nordrhein-westfalen  DE,666 Breitenberg Byway,Bielefeld,Nordrhein-westfalen,Bielefeld,33647,51.98144000103385,8.549879080090896,0.0,26180.420000000002
78cca1b2-20b6-6221-2668-d840e64d7656,2015-09-30,,999-67-2545,,,,Latrina689,Schowalter414,,,,white,nonhispanic,F,Köln  Nordrhein-westfalen  DE,380 Lind Village,Bielefeld,Nordrhein-westfalen,Bielefeld,33739,52.05162228706542,8.581185178163716,0.0,2521.02
f84ec27e-d283-aa93-7bea-f575c237ae58,1988-12-03,,999-17-4887,S99911496,X39617193X,Mrs.,Svetlana462,Koss676,,Kling921,M,white,nonhispanic,F,Köln  Nordrhein-westfalen  DE,1087 Armstrong Ferry,Bielefeld,Nordrhein-westfalen,Bielefeld,33617,51.979263362568815,8.592732259450374,0.0,14672.41
4a131fcc-494a-e202-d20f-a6dbd7bbaa77,1986-02-26,,999-35-5145,S99974726,X27448843X,Mrs.,Dimple273,Schinner682,,Predovic534,M,white,nonhispanic,F,Waldfeucht  Nordrhein-westfalen  DE,481 Turner Mews,Bielefeld,Nordrhein-westfalen,Bielefeld,33613,52.01221275569385,8.531420964662555,0.0,13574.18
cbc8943b-5bfa-59c9-8754-86816e3253a5,1964-04-20,,999-40-3932,S99972971,X24757276X,Mrs.,Rafaela464,Stamm704,,Ledner144,M,white,nonhispanic,F,Siegburg  Nordrhein-westfalen  DE,1057 Parker Run,Bielefeld,Nordrhein-westfalen,Bielefeld,33617,52.00321663456548,8.529562109107305,0.0,30401.37
de79cb58-de28-a2ac-bccb-8162be8ef0cb,1954-09-08,2020-03-22,999-49-6039,S99910427,X63213644X,Mrs.,Alanna27,Schmitt836,,Schamberger479,M,white,nonhispanic,F,Meinerzhagen  Nordrhein-westfalen  DE,1000 Goodwin Vale,Bielefeld,Nordrhein-westfalen,Bielefeld,33613,51.99496395398002,8.504336577529237,0.0,26165.7
def5b9eb-50a1-b91d-b00a-cc73e5535cd4,1997-08-28,,999-20-1003,S99948218,X59057755X,Ms.,Alexa171,D'Amore443,,,,white,nonhispanic,F,Bochum  Nordrhein-westfalen  DE,920 Towne Green,Bielefeld,Nordrhein-westfalen,Bielefeld,33602,52.07478679570799,8.532236791768309,0.0,46789.46
fb806e40-15e0-55e1-a6a4-f285c10c3d96,2012-09-10,,999-63-9468,,,,Jayson808,Littel644,,,,white,nonhispanic,M,Schwerte  Nordrhein-westfalen  DE,1048 Wilderman Way,Bielefeld,Nordrhein-westfalen,Bielefeld,33605,52.00565826413182,8.579917810605446,0.0,2554.39
f1fbb4ad-e3a3-d340-e2c1-870dbd6bb4db,1996-10-17,,999-73-3065,S99914001,X71718852X,Ms.,Kathyrn611,Balistreri607,,,,white,nonhispanic,F,Bad Salzuflen  Nordrhein-westfalen  DE,115 Von Ville Apt 68,Bielefeld,Nordrhein-westfalen,Bielefeld,33609,52.01212707534044,8.490906102929294,0.0,11771.17
0eeb5113-3f47-ec65-921d-f660b3bfe0d3,2019-04-20,,999-24-3705,,,,Katlyn29,Glover433,,,,white,nonhispanic,F,Wuppertal  Nordrhein-westfalen  DE,484 Cremin Trail Unit 58,Bielefeld,Nordrhein-westfalen,Bielefeld,33699,52.01379356795584,8.520552038512545,0.0,1200.0
ffb45864-307c-6213-aace-4e3c95e20644,1974-04-19,,999-16-2567,S99917782,X63208659X,Mr.,Sean831,Koelpin146,,,S,white,nonhispanic,M,Gladbeck  Nordrhein-westfalen  DE,569 Olson Neck,Bielefeld,Nordrhein-westfalen,Bielefeld,33729,52.06324340702188,8.563103170695372,0.0,6914.22
a8602529-8830-ab89-2eaf-7fe056d47e87,1954-09-08,1980-02-24,999-55-7444,S99927661,X70040581X,Ms.,Felice694,Konopelski743,,,,white,nonhispanic,F,Mülheim  Nordrhein-westfalen  DE,645 Abbott Village Suite 41,Bielefeld,Nordrhein-westfalen,Bielefeld,33607,51.995270741343454,8.53043711422746,0.0,7506.57
be77da15-0437-9d6f-4d09-1189379eaf2f,1994-02-17,,999-45-5725,S99926614,X40975916X,Mr.,Jae222,Johnston597,,,M,white,nonhispanic,M,Morsbach  Nordrhein-westfalen  DE,772 Powlowski Light Unit 87,Bielefeld,Nordrhein-westfalen,Bielefeld,33699,51.983124241401924,8.51170842420635,0.0,13646.970000000001
eee84dae-4ff2-dd92-96b6-186ed3afff35,2011-01-06,,999-62-2267,,,,Krystin400,Leffler128,,,,white,nonhispanic,F,Essen  Nordrhein-westfalen  DE,910 Thiel Ranch Unit 45,Bielefeld,Nordrhein-westfalen,Bielefeld,33604,52.06897306976011,8.555979587793647,0.0,3252.84
4ba38c05-dc4b-812b-0010-671f7610a829,1988-01-16,,999-80-6888,S99919788,X85333740X,Mr.,Gregory545,Windler79,,,S,white,nonhispanic,M,Gronau  Nordrhein-westfalen  DE,760 Koepp Flat,Bielefeld,Nordrhein-westfalen,Bielefeld,33689,51.981306570529306,8.597222292192463,0.0,6282.32
f46f2b5f-a33c-1622-116c-663006596952,1941-11-19,1991-12-10,999-45-1159,S99911765,X44566694X,Mrs.,Jacquelyn628,Schultz619,,Cremin516,M,white,nonhispanic,F,Dorsten  Nordrhein-westfalen  DE,936 Bernier Loaf,Bielefeld,Nordrhein-westfalen,Bielefeld,33609,52.02969482949497,8.55285707768943,0.0,304544.05999999994
3967e13c-810a-72dc-9db0-654a274ffcb4,1958-08-14,,999-78-6897,S99935211,X49229374X,Mrs.,Fe271,Rutherford999,,Mills423,M,white,nonhispanic,F,Niederkrüchten  Nordrhein-westfalen  DE,225 Schimmel Flat,Bielefeld,Nordrhein-westfalen,Bielefeld,33602,52.02849538664055,8.501390273830635,0.0,22996.55
2301048d-c640-ad6b-d996-03f4e8250dde,2004-02-10,,999-99-8078,S99965412,,,Dakota806,Casper496,,,,white,nonhispanic,F,Brilon  Nordrhein-westfalen  DE,725 D'Amore Throughway Suite 54,Bielefeld,Nordrhein-westfalen,Bielefeld,33605,52.00291976512505,8.519833086932914,0.0,4408.11
954e60cb-0003-c6ca-c82d-a61ffb4b707e,1943-05-12,,999-99-3022,S99913239,X39159918X,Ms.,Earlene410,Green467,,,S,white,nonhispanic,F,Rheinberg  Nordrhein-westfalen  DE,1094 Feeney Haven,Bielefeld,Nordrhein-westfalen,Bielefeld,33617,52.04962144302982,8.56746158520631,0.0,32279.170000000002
b6b87a50-2e02-54d7-11ff-e6a9e5a3aa8d,1979-05-12,,999-98-9551,S99987348,X86564391X,Ms.,Gwen761,Rempel203,,,S,white,nonhispanic,F,Düsseldorf  Nordrhein-westfalen  DE,843 Abbott Forge,Bielefeld,Nordrhein-westfalen,Bielefeld,33659,51.99971674309485,8.506783782721184,0.0,14721.56
257cfd54-1b19-7147-bcd7-fbe83df8ac34,2009-03-13,,999-86-7144,,,,Joetta231,Sanford861,,,,white,nonhispanic,F,Bochum  Nordrhein-westfalen  DE,397 Abernathy Landing Apt 46,Bielefeld,Nordrhein-westfalen,Bielefeld,33699,52.01433244018248,8.518514864462205,0.0,3145.38
78322536-01f4-95e9-ebdf-74f8fba3a6d9,1945-11-13,2004-08-24,999-85-3938,S99911405,X75018405X,Ms.,Fernanda589,Sawayn19,,,S,white,nonhispanic,F,Essen  Nordrhein-westfalen  DE,905 Gislason Landing Suite 71,Bielefeld,Nordrhein-westfalen,Bielefeld,33609,51.96174000390859,8.60394455995632,0.0,22801.18
1f06f591-be74-7a11-c5d0-db7cbf019b0c,1995-01-07,,999-94-8151,S99916915,X85958408X,Mr.,Norberto865,Mayert710,,,,white,nonhispanic,M,Duisburg  Nordrhein-westfalen  DE,723 Fay Throughway,Bielefeld,Nordrhein-westfalen,Bielefeld,33615,51.97272984360988,8.623245103095398,0.0,12421.09
f67a4fc9-d07d-16b1-360c-94f1c75fb7b1,1954-09-08,,999-74-3476,S99932025,X68482494X,Mrs.,Kirby843,Beatty507,,Kling921,M,white,nonhispanic,F,Heiligenhaus  Nordrhein-westfalen  DE,475 Feeney Station,Bielefeld,Nordrhein-westfalen,Bielefeld,33659,52.06884865726961,8.557244790799817,0.0,23663.82
76b3b1c9-b08c-5017-44e6-7759696cd31d,1950-05-12,,999-81-7645,S99994584,X56317168X,Mrs.,Sallie654,Ziemann98,,White193,M,white,nonhispanic,F,Erkrath  Nordrhein-westfalen  DE,863 Altenwerth Viaduct,Bielefeld,Nordrhein-westfalen,Bielefeld,33649,52.02118580554976,8.577661316931867,0.0,20127.57
7972a7c2-2511-c9ca-21b4-ab18e72a5d95,1996-12-23,,999-41-5289,S99971849,X82563996X,Mr.,Jasper743,Schimmel440,,,,white,nonhispanic,M,Neuss  Nordrhein-westfalen  DE,205 Luettgen Knoll,Bielefeld,Nordrhein-westfalen,Bielefeld,33611,51.963675380622504,8.478167640209357,0.0,21922.5
a62a6f90-f9d1-8eb8-b905-6c7d97951bac,1968-08-05,,999-23-3023,S99931464,X78264766X,Mrs.,Patricia625,Batz141,,Collins926,M,white,nonhispanic,F,Düren  Nordrhein-westfalen  DE,725 Shanahan Forge Apt 35,Bielefeld,Nordrhein-westfalen,Bielefeld,33615,51.96190299214175,8.426395712502087,0.0,27566.44
a7df1c9c-e385-7800-abfb-db6ecf77dd4f,1942-02-04,,999-24-3604,S99968833,X71919533X,Mrs.,Liz413,Gislason620,,Turner526,M,white,nonhispanic,F,Ahlen  Nordrhein-westfalen  DE,450 Runolfsson Extension,Bielefeld,Nordrhein-westfalen,Bielefeld,33659,52.05284872066464,8.610232937903683,0.0,17874.79
24a9750e-51bc-bed3-5f77-4cebe9fbaa4d,1974-07-14,,999-49-4266,S99957383,X66267141X,Mrs.,Evan94,Spencer878,,Hilpert278,M,white,nonhispanic,F,Bochum  Nordrhein-westfalen  DE,440 Keebler Loaf,Bielefeld,Nordrhein-westfalen,Bielefeld,33689,52.02154801246185,8.56349433732712,0.0,17712.82
41f2ae6a-a67a-fa3f-0b95-24c7c543be8d,1964-09-21,,999-66-8266,S99913076,X56784672X,Mrs.,Krishna674,Schowalter414,,Koelpin146,M,white,nonhispanic,F,Rheda-Wiedenbrück  Nordrhein-westfalen  DE,953 Gutmann Path,Bielefeld,Nordrhein-westfalen,Bielefeld,33729,51.985710501866606,8.582608361790912,0.0,30848.699999999997
b9292d6a-5d81-a610-fa0b-57f0f3a874d5,2017-11-17,,999-87-8689,,,,Anamaria46,O'Hara248,,,,white,nonhispanic,F,Wesel  Nordrhein-westfalen  DE,998 Pouros Viaduct Apt 24,Bielefeld,Nordrhein-westfalen,Bielefeld,33617,52.02089617916836,8.57646565385954,0.0,1691.31
5cd018c9-a43f-0b31-4590-25bcae399eda,1945-11-13,2003-01-02,999-92-1745,S99942169,X26760906X,Mrs.,Eleanora667,Abernathy524,,Pfeffer420,M,white,nonhispanic,F,Düsseldorf  Nordrhein-westfalen  DE,931 Rice Avenue Suite 69,Bielefeld,Nordrhein-westfalen,Bielefeld,33659,52.00267926452645,8.536454114953282,0.0,25891.57
