Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,UTILIZATION
1e0a7b98-3616-3ad1-ac96-3c3101556873,1d9e7e9a-1d31-318c-a158-71485de6c457,Joel444 Rutherford999,M,GENERAL PRACTICE,Karl-Tauchnitz-Straße 7,Leipzig,Sachsen,04109,51.334433,12.3670137,435
370b7205-f26e-3e16-9bab-7654f31fe039,efa00939-d553-3ac3-9ca8-e71416779c10,Cristobal567 Carter549,M,GENERAL PRACTICE,,Leipzig,Sachsen,04275,51.3173585,12.3703823,533
f659c785-4141-38b5-826d-aa1023c93ec9,ff6587e5-061a-39ab-b77e-0b11608c5ba7,Lena684 Lind531,F,GENERAL PRACTICE,Waldstraße 14,Leipzig,Sachsen,04109,51.3432237,12.3590864,69
86cb9d6b-7b5b-31f4-928a-275f0a1f5962,6c17d8cb-a110-39ae-bb3f-82fc86afcb16,Becki838 Kautzer186,F,GENERAL PRACTICE,,Leipzig,Sachsen,04209,51.3178425,12.29775,1197
68100f2c-b2ee-39ed-9156-25a6e4ef108e,2ef380ea-90c1-3ab4-938c-7d9f33f9cd79,Erick204 Zemlak964,M,GENERAL PRACTICE,Grünauer Allee 49,Leipzig,Sachsen,04209,51.3232099,12.302453,458
ac93545f-586c-3b7d-b7d6-78a75d812388,36d710cf-df43-3e02-9320-7ac607c3b8aa,Val761 Reichel38,M,GENERAL PRACTICE,Straße am Park 2,Leipzig,Sachsen,04209,51.3164196,12.3046294,960
ee200746-d4dd-3e3e-9e04-c3ee1822cfbf,ad291973-bb85-31a0-8e08-efa559665d6b,Wesley533 King743,F,GENERAL PRACTICE,Georg-Schwarz-Straße 59,Leipzig,Sachsen,04177,51.3432039,12.3189279,485
a9b6de25-7b69-352a-9b74-c573dd84989b,c84abcd3-18be-34b5-95c3-829f76e57e34,Gil594 Terry864,M,GENERAL PRACTICE,Leipziger Straße 45,Schkeuditz,Sachsen,04435,51.3955646,12.2337809,2
205b8bdf-00d7-33a4-bd88-b2b1a0c6d084,2da66360-a409-311b-a640-5fa5f11e22fa,Buck819 McKenzie376,M,GENERAL PRACTICE,Nikolai-Rumjanzew-Straße 100,Leipzig,Sachsen,04207,51.3185012,12.3019232,168
84fbf31b-25ca-3180-92af-2ed87b7e91a2,8a4cfcbe-a5f1-3d00-963a-ed6c7340e6c9,Mathew182 Walker122,M,GENERAL PRACTICE,Biedermannstraße 84,Leipzig,Sachsen,04277,51.3036397,12.3786193,200
edd681c7-77bf-3197-8087-52c54fbc124c,0fa87047-86a2-3a48-af74-c76b54969710,Rosella686 Howe413,F,GENERAL PRACTICE,Liebigstraße 18,Leipzig,Sachsen,04103,51.328644,12.3865487,905
74b731b2-255e-3c33-ab61-f472e0ac9f71,6ef72115-2aa0-375a-93a6-81063abb340f,Ami949 Mills423,F,GENERAL PRACTICE,,Taucha,Sachsen,04425,51.3789238,12.4919534,3
9aa480a3-bc06-3e92-b3b1-48dc008ed701,fbdc97d2-d0c2-341a-9200-ce38a3668d56,Sherell789 Towne435,F,GENERAL PRACTICE,Leipziger Straße 41,Taucha,Sachsen,04425,51.3790918,12.4919136,3
6391680b-8206-3bfd-a959-5c8fec533b67,20043717-bb9a-3913-be5a-68e0d512c3c7,Garth972 Tromp100,M,GENERAL PRACTICE,Marschnerstraße 23,Leipzig,Sachsen,04109,51.3370114,12.3556964,32
4cdc7163-b35c-35bf-987b-ffe827156196,98d83ac6-ec02-36c3-8147-64a76a5a26b8,Jessika892 Nienow652,F,GENERAL PRACTICE,Mottelerstraße 15,Leipzig,Sachsen,04155,51.3649353,12.3564774,207
11832d8a-5a09-3a69-8a7b-403768f7e70c,84ab1bc9-7de7-37ea-9160-c3ffb9391406,Kent912 Yundt842,M,GENERAL PRACTICE,,Leipzig,Sachsen,04109,51.3443731,12.3900742,490
99dfe0fc-7c5c-39e4-8d02-acce0b421b78,22ebb86c-328b-31ae-93b3-ff34b458b7f5,Coleman27 Roberts511,M,GENERAL PRACTICE,Telemannstraße 6,Leipzig,Sachsen,04109,51.3273849,12.3661369,238
88d9c0de-4f70-3e3b-b2da-1958efa4388d,ddfbf82a-5f7c-37b3-8f2d-ee0ecee06716,Brant303 Jacobi462,M,GENERAL PRACTICE,Hugo-Krone-Platz 9,Leipzig,Sachsen,04158,51.3938605,12.3732171,644
6ace9a34-5a5e-32dd-9ab3-e10cb8979599,e99e2279-be16-31e9-b8f1-90759b7fa3d1,Margert370 Hickle134,F,GENERAL PRACTICE,,Leipzig,Sachsen,04109,51.3462014,12.3598351,26
46934596-5aaa-3a78-9a0f-a19ae3d0035b,853946d2-8a43-369a-b2e9-8bb80ffb9406,Michael441 Schamberger479,M,GENERAL PRACTICE,Karl-Heine-Straße 24,Leipzig,Sachsen,04177,51.3326226,12.3417428,43
a8fd7168-5234-3890-8477-4c91aa21bca4,d990b5b4-d647-3622-b33c-3985c86db24b,Tyrone215 Beatty507,M,GENERAL PRACTICE,Karl-Tauchnitz-Straße 7,Leipzig,Sachsen,04109,51.334433,12.3670137,32
7ae5d6c6-3ee9-3047-9fe0-608185655b95,c89c0a94-3b0e-3eed-be40-5d6b99b6a31a,Noe500 Christiansen251,M,GENERAL PRACTICE,,Leipzig,Sachsen,04275,51.3173585,12.3703823,186
35a08247-7591-3ace-b019-642beb75456f,940a8547-cf2b-3225-9deb-14fe829a0257,Bessie423 Moen819,F,GENERAL PRACTICE,Waldstraße 14,Leipzig,Sachsen,04109,51.3432237,12.3590864,2
e2d8e293-e229-37fc-aaa7-85cf10052c2d,1be238ac-771a-3193-8467-080b6f539b09,Lorelei90 Turner526,F,GENERAL PRACTICE,,Leipzig,Sachsen,04209,51.3178425,12.29775,46
13faee2f-b531-3cd2-817a-a122f6c8a406,44e1a35c-6f69-3cee-9211-fbf8fb4586ca,Donald774 Beer512,M,GENERAL PRACTICE,Grünauer Allee 49,Leipzig,Sachsen,04209,51.3232099,12.302453,17
d10b4ded-bc6e-3a02-9af0-51a6906fa238,34f3ee19-98bd-315d-8656-bbf81ae83091,Franklyn361 Ziemann98,M,GENERAL PRACTICE,Straße am Park 2,Leipzig,Sachsen,04209,51.3164196,12.3046294,39
